Year,Location,Type,Average Employment,Average Female Employment,Average Wage,Number of Establishments,Total Wages
2010,Vermont,Retail trade,37939.0,18138.0,25941.0,3364.0,984188.0
2010,Vermont,Service Providing domain,192826.0,105738.0,36133.0,18116.0,6967396.0
2010,Vermont,State government,15919.0,8209.0,48681.0,331.0,774932.0
2010,Vermont,Total Covered -  all ownerships,293088.0,,39425.0,24159.0,11554995.0
2010,Vermont,"Trade, Transportation, and Utilities supersector",55725.0,22901.0,33788.0,5345.0,1882802.0
2010,Vermont,Transportation and warehousing,6467.0,1680.0,35984.0,538.0,232698.0
2010,Vermont,Unspecified industry supersector,,,,,
2010,Vermont,Utilities,1801.0,402.0,92215.0,45.0,166095.0
2010,Vermont,Wholesale trade,9518.0,2681.0,52514.0,1398.0,499821.0
2011,Vermont,Accommodation and food services,28761.0,14342.0,18388.0,1758.0,528875.0
2011,Vermont,Administrative and waste services,9582.0,3624.0,29222.0,1415.0,280008.0
2011,Vermont,"Agriculture, forestry, fishing and hunting",2613.0,704.0,28215.0,396.0,73715.0
2011,Vermont,"Arts, entertainment, and recreation",3873.0,1848.0,21369.0,393.0,82764.0
2011,Vermont,Construction supersector,14085.0,1596.0,43279.0,2849.0,609592.0
2011,Vermont,Durable Goods manufacturing,21591.0,5406.0,58401.0,656.0,1260945.0
2011,Vermont,Education and Health Services supersector,56248.0,42449.0,39529.0,2289.0,2223421.0
2011,Vermont,Educational services,9354.0,5459.0,39888.0,393.0,373127.0
2011,Vermont,Federal Government,6444.0,,65763.0,445.0,423777.0
2011,Vermont,Finance and insurance,8881.0,6026.0,64058.0,951.0,568894.0
2011,Vermont,Financial Activities supersector,11827.0,7309.0,56683.0,1656.0,670409.0
2011,Vermont,Goods Producing domain,48208.0,10889.0,49358.0,4352.0,2379452.0
2011,Vermont,Health care and social assistance,46894.0,36990.0,39457.0,1896.0,1850294.0
2011,Vermont,Information supersector,4938.0,2228.0,49418.0,476.0,244020.0
2011,Vermont,Leisure and Hospitality supersector,32634.0,16190.0,18742.0,2150.0,611639.0
2011,Vermont,Local government,29923.0,20276.0,36588.0,836.0,1094819.0
2011,Vermont,Management of companies and enterprises,1418.0,658.0,78306.0,89.0,111051.0
2011,Vermont,Manufacturing supersector,30898.0,8527.0,53819.0,1044.0,1662916.0
2011,Vermont,Mining,612.0,62.0,54325.0,64.0,33229.0
2011,Vermont,Natural Resources and Mining supersector,3224.0,766.0,33168.0,459.0,106944.0
2011,Vermont,Non-Durable Goods manufacturing,9307.0,3121.0,43189.0,388.0,401971.0
2011,Vermont,"Other services, except public administration supersector",8581.0,4437.0,29199.0,1968.0,250551.0
2011,Vermont,Private ownership,243217.0,117453.0,39491.0,22589.0,9604852.0
2011,Vermont,Professional and Business Services supersector,24631.0,10755.0,51675.0,4402.0,1272833.0
2011,Vermont,Professional and technical services,13631.0,6473.0,64689.0,2898.0,881774.0
2011,Vermont,Real estate and rental and leasing,2947.0,1283.0,34453.0,705.0,101515.0
2011,Vermont,Retail trade,37952.0,18158.0,26715.0,3269.0,1013892.0
2011,Vermont,Service Providing domain,195010.0,106565.0,37052.0,18237.0,7225400.0
2011,Vermont,State government,15955.0,8494.0,49010.0,331.0,781973.0
2011,Vermont,Total Covered -  all ownerships,295540.0,,40284.0,24201.0,11905422.0
2011,Vermont,"Trade, Transportation, and Utilities supersector",56150.0,23197.0,34774.0,5297.0,1952528.0
2011,Vermont,Transportation and warehousing,6781.0,1901.0,36420.0,556.0,246969.0
2011,Vermont,Unspecified industry supersector,,,,,
2011,Vermont,Utilities,1801.0,413.0,92664.0,45.0,166888.0
2011,Vermont,Wholesale trade,9616.0,2725.0,54573.0,1427.0,524779.0
2012,Vermont,Accommodation and food services,29456.0,14467.0,18686.0,1766.0,550415.0
2012,Vermont,Administrative and waste services,10146.0,3786.0,31699.0,1444.0,321605.0
2012,Vermont,"Agriculture, forestry, fishing and hunting",2719.0,730.0,28804.0,421.0,78314.0
2012,Vermont,"Arts, entertainment, and recreation",3981.0,1898.0,21678.0,400.0,86296.0
2012,Vermont,Construction supersector,14195.0,1560.0,43671.0,2843.0,619933.0
2012,Vermont,Durable Goods manufacturing,21725.0,5316.0,58823.0,660.0,1277946.0
2012,Vermont,Education and Health Services supersector,57557.0,43180.0,40287.0,2278.0,2318779.0
2012,Vermont,Educational services,9467.0,5484.0,40327.0,402.0,381785.0
2012,Vermont,Federal Government,6449.0,,66800.0,439.0,430762.0
2012,Vermont,Finance and insurance,8739.0,5870.0,66035.0,969.0,577060.0
2012,Vermont,Financial Activities supersector,11731.0,7116.0,58404.0,1675.0,685165.0
2012,Vermont,Goods Producing domain,49490.0,11013.0,49813.0,4400.0,2465282.0
2012,Vermont,Health care and social assistance,48090.0,37696.0,40279.0,1876.0,1936994.0
2012,Vermont,Information supersector,4651.0,2070.0,49040.0,483.0,228102.0
2012,Vermont,Leisure and Hospitality supersector,33437.0,16365.0,19042.0,2166.0,636711.0
2012,Vermont,Local government,29989.0,20125.0,37088.0,835.0,1112222.0
2012,Vermont,Management of companies and enterprises,1960.0,863.0,77929.0,103.0,152772.0
2012,Vermont,Manufacturing supersector,31929.0,8655.0,54271.0,1071.0,1732804.0
2012,Vermont,Mining,647.0,68.0,52901.0,65.0,34231.0
2012,Vermont,Natural Resources and Mining supersector,3366.0,798.0,33437.0,486.0,112545.0
2012,Vermont,Non-Durable Goods manufacturing,10204.0,3339.0,44578.0,411.0,454858.0
2012,Vermont,"Other services, except public administration supersector",8754.0,4448.0,29690.0,1986.0,259909.0
2012,Vermont,Private ownership,247097.0,117830.0,40204.0,22787.0,9934235.0
2012,Vermont,Professional and Business Services supersector,26154.0,11231.0,53614.0,4529.0,1402203.0
2012,Vermont,Professional and technical services,14048.0,6581.0,66048.0,2982.0,927825.0
2012,Vermont,Real estate and rental and leasing,2993.0,1246.0,36122.0,706.0,108105.0
2012,Vermont,Retail trade,37572.0,17677.0,26568.0,3245.0,998224.0
2012,Vermont,Service Providing domain,197607.0,106817.0,37797.0,18387.0,7468953.0
2012,Vermont,State government,15995.0,8463.0,49587.0,332.0,793144.0
2012,Vermont,Total Covered -  all ownerships,299530.0,,40965.0,24393.0,12270363.0
2012,Vermont,"Trade, Transportation, and Utilities supersector",55322.0,22408.0,35033.0,5271.0,1938084.0
2012,Vermont,Transportation and warehousing,6714.0,1740.0,36662.0,553.0,246140.0
2012,Vermont,Unspecified industry supersector,,,,,
2012,Vermont,Utilities,1827.0,386.0,95748.0,48.0,174907.0
2012,Vermont,Wholesale trade,9209.0,2605.0,56336.0,1425.0,518813.0
2013,Vermont,Accommodation and food services,30332.0,15460.0,19241.0,1797.0,583616.0
2013,Vermont,Administrative and waste services,10401.0,4041.0,34529.0,1497.0,359148.0
2013,Vermont,"Agriculture, forestry, fishing and hunting",2823.0,761.0,29780.0,437.0,84081.0
2013,Vermont,"Arts, entertainment, and recreation",4029.0,1982.0,22861.0,397.0,92105.0
2013,Vermont,Construction supersector,14091.0,1587.0,45394.0,2804.0,639653.0
2013,Vermont,Durable Goods manufacturing,21210.0,5137.0,59099.0,652.0,1253502.0
2013,Vermont,Education and Health Services supersector,58416.0,43826.0,41385.0,2288.0,2417549.0
2013,Vermont,Educational services,9638.0,5615.0,41298.0,408.0,398046.0
2013,Vermont,Federal Government,6562.0,,67320.0,437.0,441748.0
2013,Vermont,Finance and insurance,8709.0,5933.0,67595.0,950.0,588684.0
2013,Vermont,Financial Activities supersector,11769.0,7252.0,59854.0,1669.0,704424.0
2013,Vermont,Goods Producing domain,49250.0,11198.0,50589.0,4365.0,2491506.0
2013,Vermont,Health care and social assistance,48778.0,38211.0,41402.0,1880.0,2019503.0
2013,Vermont,Information supersector,4676.0,2045.0,51457.0,483.0,240589.0
2013,Vermont,Leisure and Hospitality supersector,34361.0,17442.0,19665.0,2194.0,675721.0
2013,Vermont,Local government,29831.0,19960.0,38188.0,836.0,1139201.0
2013,Vermont,Management of companies and enterprises,1948.0,914.0,81878.0,103.0,159484.0
2013,Vermont,Manufacturing supersector,31715.0,8784.0,54671.0,1061.0,1733873.0
2013,Vermont,Mining,621.0,66.0,54631.0,63.0,33899.0
2013,Vermont,Natural Resources and Mining supersector,3444.0,827.0,34257.0,500.0,117980.0
2013,Vermont,Non-Durable Goods manufacturing,10505.0,3648.0,45730.0,409.0,480371.0
2013,Vermont,"Other services, except public administration supersector",8753.0,4502.0,30618.0,1990.0,268004.0
2013,Vermont,Private ownership,248994.0,120908.0,41226.0,22832.0,10265151.0
2013,Vermont,Professional and Business Services supersector,26420.0,11554.0,56323.0,4643.0,1488070.0
2013,Vermont,Professional and technical services,14071.0,6599.0,68896.0,3043.0,969439.0
2013,Vermont,Real estate and rental and leasing,3060.0,1320.0,37823.0,719.0,115740.0
2013,Vermont,Retail trade,37700.0,18201.0,27437.0,3208.0,1034368.0
2013,Vermont,Service Providing domain,199745.0,109710.0,38918.0,18467.0,7773645.0
2013,Vermont,State government,16226.0,8645.0,51370.0,332.0,833556.0
2013,Vermont,Total Covered -  all ownerships,301614.0,,42039.0,24436.0,12679656.0
2013,Vermont,"Trade, Transportation, and Utilities supersector",55350.0,23091.0,35760.0,5200.0,1979286.0
2013,Vermont,Transportation and warehousing,6651.0,1859.0,37286.0,553.0,247993.0
2013,Vermont,Unspecified industry supersector,,,,,
2013,Vermont,Utilities,1789.0,413.0,98077.0,50.0,175484.0
2013,Vermont,Wholesale trade,9210.0,2618.0,56618.0,1390.0,521440.0
2014,Vermont,Accommodation and food services,30966.0,15996.0,19904.0,1808.0,616345.0
2014,Vermont,Administrative and waste services,10682.0,3982.0,36597.0,1554.0,390918.0
2014,Vermont,"Agriculture, forestry, fishing and hunting",3035.0,805.0,30641.0,447.0,92987.0
2014,Vermont,"Arts, entertainment, and recreation",4207.0,2079.0,23245.0,406.0,97785.0
2014,Vermont,Construction supersector,14777.0,1644.0,46228.0,2758.0,683102.0
2014,Vermont,Durable Goods manufacturing,20367.0,4925.0,59226.0,639.0,1206262.0
2014,Vermont,Education and Health Services supersector,59134.0,44608.0,42277.0,2296.0,2499963.0
2014,Vermont,Educational services,9872.0,5751.0,42153.0,415.0,416120.0
2014,Vermont,Federal Government,6673.0,,69254.0,439.0,462116.0
2014,Vermont,Finance and insurance,8741.0,6032.0,69723.0,943.0,609439.0
2014,Vermont,Financial Activities supersector,11823.0,7380.0,61575.0,1663.0,728032.0
2014,Vermont,Goods Producing domain,49613.0,11176.0,51090.0,4326.0,2534744.0
2014,Vermont,Health care and social assistance,49262.0,38857.0,42301.0,1881.0,2083844.0
2014,Vermont,Information supersector,4758.0,2066.0,53850.0,488.0,256203.0
2014,Vermont,Leisure and Hospitality supersector,35172.0,18075.0,20304.0,2214.0,714130.0
2014,Vermont,Local government,29850.0,19986.0,39047.0,830.0,1165561.0
2014,Vermont,Management of companies and enterprises,2079.0,1022.0,87228.0,106.0,181384.0
2014,Vermont,Manufacturing supersector,31200.0,8671.0,55290.0,1061.0,1725075.0
2014,Vermont,Mining,601.0,56.0,55844.0,60.0,33581.0
2014,Vermont,Natural Resources and Mining supersector,3636.0,861.0,34809.0,507.0,126568.0
2014,Vermont,Non-Durable Goods manufacturing,10833.0,3746.0,47891.0,423.0,518813.0
2014,Vermont,"Other services, except public administration supersector",8823.0,4584.0,31308.0,1975.0,276242.0
2014,Vermont,Private ownership,251528.0,122776.0,42158.0,22897.0,10603803.0
2014,Vermont,Professional and Business Services supersector,26627.0,11575.0,58452.0,4770.0,1556420.0
2014,Vermont,Professional and technical services,13866.0,6571.0,70972.0,3110.0,984118.0
2014,Vermont,Real estate and rental and leasing,3083.0,1348.0,38472.0,720.0,118593.0
2014,Vermont,Retail trade,37931.0,18420.0,28356.0,3159.0,1075586.0
2014,Vermont,Service Providing domain,201915.0,111600.0,39963.0,18571.0,8069058.0
2014,Vermont,State government,16503.0,8954.0,52691.0,232.0,869560.0
2014,Vermont,Total Covered -  all ownerships,304554.0,,43017.0,24398.0,13101040.0
2014,Vermont,"Trade, Transportation, and Utilities supersector",55577.0,23313.0,36671.0,5166.0,2038068.0
2014,Vermont,Transportation and warehousing,6676.0,1835.0,38970.0,554.0,260165.0
2014,Vermont,Unspecified industry supersector,,,,,
2014,Vermont,Utilities,1727.0,399.0,104332.0,51.0,180207.0
2014,Vermont,Wholesale trade,9242.0,2659.0,56493.0,1402.0,522110.0
2015,Vermont,Accommodation and food services,31938.0,16499.0,20850.0,1820.0,665895.0
2015,Vermont,Administrative and waste services,10989.0,4197.0,36093.0,1617.0,396625.0
2015,Vermont,"Agriculture, forestry, fishing and hunting",3185.0,825.0,31633.0,469.0,100753.0
2015,Vermont,"Arts, entertainment, and recreation",4134.0,2052.0,22738.0,418.0,94007.0
2015,Vermont,Construction supersector,15177.0,1663.0,46919.0,2778.0,712091.0
2015,Vermont,Durable Goods manufacturing,19680.0,4738.0,59863.0,612.0,1178086.0
2015,Vermont,Education and Health Services supersector,60107.0,45291.0,43538.0,2343.0,2616944.0
2015,Vermont,Educational services,10017.0,5904.0,42961.0,431.0,430361.0
2015,Vermont,Federal Government,6768.0,,71478.0,442.0,483742.0
2015,Vermont,Finance and insurance,8746.0,5936.0,73223.0,940.0,640392.0
2015,Vermont,Financial Activities supersector,11708.0,7191.0,64723.0,1656.0,757754.0
2015,Vermont,Goods Producing domain,49940.0,11202.0,51659.0,4351.0,2579831.0
2015,Vermont,Health care and social assistance,50089.0,39388.0,43654.0,1912.0,2186584.0
2015,Vermont,Information supersector,4630.0,2037.0,56258.0,484.0,260494.0
2015,Vermont,Leisure and Hospitality supersector,36072.0,18551.0,21066.0,2238.0,759901.0
2015,Vermont,Local government,29747.0,19886.0,40087.0,824.0,1192481.0
2015,Vermont,Management of companies and enterprises,2218.0,1060.0,86157.0,110.0,191096.0
2015,Vermont,Manufacturing supersector,30932.0,8649.0,55929.0,1048.0,1729977.0
2015,Vermont,Mining,646.0,66.0,57277.0,56.0,37011.0
2015,Vermont,Natural Resources and Mining supersector,3831.0,890.0,35958.0,525.0,137763.0
2015,Vermont,Non-Durable Goods manufacturing,11252.0,3912.0,49047.0,436.0,551890.0
2015,Vermont,"Other services, except public administration supersector",8955.0,4611.0,32720.0,1993.0,293017.0
2015,Vermont,Private ownership,254137.0,124023.0,43346.0,23128.0,11015748.0
2015,Vermont,Professional and Business Services supersector,27421.0,11897.0,59643.0,4919.0,1635469.0
2015,Vermont,Professional and technical services,14214.0,6639.0,73713.0,3192.0,1047748.0
2015,Vermont,Real estate and rental and leasing,2962.0,1256.0,39625.0,716.0,117363.0
2015,Vermont,Retail trade,37894.0,18350.0,29408.0,3126.0,1114367.0
2015,Vermont,Service Providing domain,204197.0,112821.0,41313.0,18778.0,8435917.0
2015,Vermont,State government,16444.0,8814.0,54193.0,231.0,891141.0
2015,Vermont,Total Covered -  all ownerships,307096.0,,44231.0,24625.0,13583112.0
2015,Vermont,"Trade, Transportation, and Utilities supersector",55304.0,23243.0,38195.0,5145.0,2112337.0
2015,Vermont,Transportation and warehousing,6564.0,1826.0,39323.0,550.0,258131.0
2015,Vermont,Unspecified industry supersector,,,,,
2015,Vermont,Utilities,1548.0,387.0,123110.0,54.0,190615.0
2015,Vermont,Wholesale trade,9298.0,2681.0,59070.0,1416.0,549224.0
2016,Vermont,Accommodation and food services,31998.0,,21327.0,1816.0,682407.0
2016,Vermont,Administrative and waste services,11359.0,,37933.0,1732.0,430872.0
2016,Vermont,"Agriculture, forestry, fishing and hunting",3238.0,,32187.0,483.0,104214.0
2016,Vermont,"Arts, entertainment, and recreation",4254.0,,23902.0,428.0,101689.0
2016,Vermont,Construction supersector,15276.0,,48611.0,2812.0,742605.0
2016,Vermont,Durable Goods manufacturing,18756.0,,59472.0,613.0,1115488.0
2016,Vermont,Education and Health Services supersector,61086.0,,44871.0,2409.0,2740963.0
2016,Vermont,Educational services,10201.0,,47075.0,443.0,480207.0
2016,Vermont,Federal Government,6929.0,,73649.0,444.0,510343.0
2016,Vermont,Finance and insurance,8706.0,,74601.0,942.0,649478.0
2016,Vermont,Financial Activities supersector,11676.0,,66078.0,1672.0,771545.0
2016,Vermont,Goods Producing domain,49138.0,,52052.0,4428.0,2557741.0
2016,Vermont,Health care and social assistance,50885.0,,44429.0,1966.0,2260756.0
2016,Vermont,Information supersector,4637.0,,56132.0,499.0,260291.0
2016,Vermont,Leisure and Hospitality supersector,36252.0,,21629.0,2245.0,784096.0
2016,Vermont,Local government,29704.0,,40487.0,817.0,1202606.0
2016,Vermont,Management of companies and enterprises,2084.0,,92769.0,121.0,193316.0
2016,Vermont,Manufacturing supersector,29985.0,,55798.0,1076.0,1673070.0
2016,Vermont,Mining,639.0,,59228.0,57.0,37851.0
2016,Vermont,Natural Resources and Mining supersector,3877.0,,36645.0,540.0,142066.0
2016,Vermont,Non-Durable Goods manufacturing,11228.0,,49659.0,464.0,557583.0
2016,Vermont,"Other services, except public administration supersector",8995.0,,33721.0,1982.0,303337.0
2016,Vermont,Private ownership,255016.0,,44126.0,23551.0,11252838.0
2016,Vermont,Professional and Business Services supersector,27774.0,,61490.0,5178.0,1707824.0
2016,Vermont,Professional and technical services,14332.0,,75612.0,3325.0,1083636.0
2016,Vermont,Real estate and rental and leasing,2970.0,,41098.0,730.0,122067.0
2016,Vermont,Retail trade,38122.0,,29623.0,3090.0,1129272.0
2016,Vermont,Service Providing domain,205878.0,,42234.0,19123.0,8695097.0
2016,Vermont,State government,16412.0,,55664.0,234.0,913568.0
2016,Vermont,Total Covered -  all ownerships,308061.0,,45054.0,25045.0,13879355.0
2016,Vermont,"Trade, Transportation, and Utilities supersector",55457.0,,38355.0,5140.0,2127040.0
2016,Vermont,Transportation and warehousing,6516.0,,39834.0,551.0,259558.0
2016,Vermont,Unspecified industry supersector,,,,,
2016,Vermont,Utilities,1343.0,,105118.0,54.0,141200.0
2016,Vermont,Wholesale trade,9476.0,,63003.0,1445.0,597011.0
2017,Vermont,Accommodation and food services,,,,,
2017,Vermont,Administrative and waste services,,,,,
2017,Vermont,"Agriculture, forestry, fishing and hunting",,,,,
2017,Vermont,"Arts, entertainment, and recreation",,,,,
2017,Vermont,Construction supersector,,,,,
2017,Vermont,Durable Goods manufacturing,,,,,
2017,Vermont,Education and Health Services supersector,,,,,
2017,Vermont,Educational services,,,,,
2017,Vermont,Federal Government,,,,,
2017,Vermont,Finance and insurance,,,,,
2017,Vermont,Financial Activities supersector,,,,,
2017,Vermont,Goods Producing domain,,,,,
2017,Vermont,Health care and social assistance,,,,,
2017,Vermont,Information supersector,,,,,
2017,Vermont,Leisure and Hospitality supersector,,,,,
2017,Vermont,Local government,,,,,
2017,Vermont,Management of companies and enterprises,,,,,
2017,Vermont,Manufacturing supersector,,,,,
2017,Vermont,Mining,,,,,
2017,Vermont,Natural Resources and Mining supersector,,,,,
2017,Vermont,Non-Durable Goods manufacturing,,,,,
2017,Vermont,"Other services, except public administration supersector",,,,,
2017,Vermont,Private ownership,,,,,
2017,Vermont,Professional and Business Services supersector,,,,,
2017,Vermont,Professional and technical services,,,,,
2017,Vermont,Real estate and rental and leasing,,,,,
2017,Vermont,Retail trade,,,,,
2017,Vermont,Service Providing domain,,,,,
2017,Vermont,State government,,,,,
2017,Vermont,Total Covered -  all ownerships,,,,,
2017,Vermont,"Trade, Transportation, and Utilities supersector",,,,,
2017,Vermont,Transportation and warehousing,,,,,
2017,Vermont,Unspecified industry supersector,,,,,
2017,Vermont,Utilities,,,,,
2017,Vermont,Wholesale trade,,,,,
