Year,Quarter,Location,Type,Average Employment,Average Female Employment,Average Wage,Number of Establishments,Total Wages
2008,4,Vermont,Leisure and Hospitality supersector,31554.0,16710.0,4684.0,,
2008,4,Vermont,Local government,31665.0,20963.0,8674.0,,
2008,4,Vermont,Management of companies and enterprises,282.0,142.0,16060.0,,
2008,4,Vermont,Manufacturing supersector,34421.0,10097.0,12867.0,,
2008,4,Vermont,Mining,722.0,79.0,14330.0,,
2008,4,Vermont,Natural Resources and Mining supersector,3127.0,679.0,9065.0,,
2008,4,Vermont,Non-Durable Goods manufacturing,9680.0,3438.0,10590.0,,
2008,4,Vermont,"Other services, except public administration supersector",8821.0,4654.0,7222.0,,
2008,4,Vermont,Private ownership,249800.0,120893.0,9944.0,,
2008,4,Vermont,Professional and Business Services supersector,22851.0,9642.0,13652.0,,
2008,4,Vermont,Professional and technical services,13589.0,6390.0,17475.0,,
2008,4,Vermont,Real estate and rental and leasing,3245.0,1440.0,8646.0,,
2008,4,Vermont,Retail trade,40455.0,19731.0,6651.0,,
2008,4,Vermont,Service Providing domain,196556.0,108357.0,9315.0,,
2008,4,Vermont,State government,16760.0,8784.0,12291.0,,
2008,4,Vermont,Total Covered -  all ownerships,304617.0,,10071.0,,
2008,4,Vermont,"Trade, Transportation, and Utilities supersector",59399.0,25162.0,8659.0,,
2008,4,Vermont,Transportation and warehousing,7056.0,2148.0,9318.0,,
2008,4,Vermont,Unspecified industry supersector,,,,,
2008,4,Vermont,Utilities,1726.0,429.0,24467.0,,
2008,4,Vermont,Wholesale trade,10162.0,2854.0,13512.0,,
2009,1,Vermont,Accommodation and food services,30838.0,14892.0,4258.0,1732.0,131294.0
2009,1,Vermont,Administrative and waste services,7746.0,2833.0,7476.0,1360.0,57906.0
2009,1,Vermont,"Agriculture, forestry, fishing and hunting",2223.0,639.0,6691.0,382.0,14872.0
2009,1,Vermont,"Arts, entertainment, and recreation",3632.0,1728.0,4706.0,399.0,17093.0
2009,1,Vermont,Construction supersector,11752.0,1516.0,10022.0,3128.0,117787.0
2009,1,Vermont,Durable Goods manufacturing,23299.0,6049.0,14476.0,711.0,337273.0
2009,1,Vermont,Education and Health Services supersector,55335.0,42258.0,9002.0,2279.0,498109.0
2009,1,Vermont,Educational services,9593.0,5805.0,9725.0,370.0,93286.0
2009,1,Vermont,Federal Government,6410.0,,14127.0,484.0,90561.0
2009,1,Vermont,Finance and insurance,9136.0,6287.0,17359.0,985.0,158587.0
2009,1,Vermont,Financial Activities supersector,12175.0,7620.0,14926.0,1750.0,181723.0
2009,1,Vermont,Goods Producing domain,46750.0,11385.0,12150.0,4668.0,568017.0
2009,1,Vermont,Health care and social assistance,45743.0,36453.0,8850.0,1909.0,404823.0
2009,1,Vermont,Information supersector,5594.0,2680.0,11213.0,504.0,62721.0
2009,1,Vermont,Leisure and Hospitality supersector,34470.0,16620.0,4305.0,2131.0,148387.0
2009,1,Vermont,Local government,31274.0,20569.0,8195.0,838.0,256278.0
2009,1,Vermont,Management of companies and enterprises,376.0,212.0,18015.0,59.0,6774.0
2009,1,Vermont,Manufacturing supersector,32195.0,9142.0,13272.0,1093.0,427297.0
2009,1,Vermont,Mining,581.0,88.0,13884.0,65.0,8062.0
2009,1,Vermont,Natural Resources and Mining supersector,2803.0,727.0,8181.0,447.0,22934.0
2009,1,Vermont,Non-Durable Goods manufacturing,8896.0,3093.0,10120.0,382.0,90023.0
2009,1,Vermont,"Other services, except public administration supersector",8495.0,4450.0,6729.0,2012.0,57162.0
2009,1,Vermont,Private ownership,239710.0,117101.0,9232.0,23287.0,2213098.0
2009,1,Vermont,Professional and Business Services supersector,21224.0,9404.0,11636.0,4340.0,246960.0
2009,1,Vermont,Professional and technical services,13102.0,6359.0,13912.0,2921.0,182280.0
2009,1,Vermont,Real estate and rental and leasing,3039.0,1333.0,7613.0,765.0,23136.0
2009,1,Vermont,Retail trade,37846.0,17885.0,6069.0,3535.0,229686.0
2009,1,Vermont,Service Providing domain,192960.0,105716.0,8526.0,18619.0,1645081.0
2009,1,Vermont,State government,16324.0,8816.0,11467.0,330.0,187189.0
2009,1,Vermont,Total Covered -  all ownerships,293718.0,,9353.0,24939.0,2747127.0
2009,1,Vermont,"Trade, Transportation, and Utilities supersector",55667.0,22684.0,8084.0,5603.0,450019.0
2009,1,Vermont,Transportation and warehousing,6402.0,1665.0,8704.0,571.0,55721.0
2009,1,Vermont,Unspecified industry supersector,,,,,
2009,1,Vermont,Utilities,1689.0,406.0,25665.0,49.0,43357.0
2009,1,Vermont,Wholesale trade,9730.0,2728.0,12462.0,1448.0,121256.0
2009,2,Vermont,Accommodation and food services,25432.0,14174.0,4267.0,1730.0,
2009,2,Vermont,Administrative and waste services,8696.0,3157.0,7315.0,1363.0,
2009,2,Vermont,"Agriculture, forestry, fishing and hunting",2595.0,828.0,6662.0,384.0,
2009,2,Vermont,"Arts, entertainment, and recreation",3743.0,1945.0,4854.0,395.0,
2009,2,Vermont,Construction supersector,13747.0,1710.0,9739.0,3080.0,
2009,2,Vermont,Durable Goods manufacturing,21952.0,5702.0,13321.0,703.0,
2009,2,Vermont,Education and Health Services supersector,55869.0,42236.0,9235.0,2270.0,
2009,2,Vermont,Educational services,9446.0,5246.0,9661.0,371.0,
2009,2,Vermont,Federal Government,6791.0,,14415.0,468.0,
2009,2,Vermont,Finance and insurance,9078.0,6302.0,14178.0,978.0,
2009,2,Vermont,Financial Activities supersector,12119.0,7593.0,12546.0,1733.0,
2009,2,Vermont,Goods Producing domain,47894.0,11478.0,11279.0,4603.0,
2009,2,Vermont,Health care and social assistance,46423.0,36990.0,9149.0,1899.0,
2009,2,Vermont,Information supersector,5552.0,2693.0,10723.0,474.0,
2009,2,Vermont,Leisure and Hospitality supersector,29175.0,16119.0,4343.0,2125.0,
2009,2,Vermont,Local government,31710.0,20391.0,9898.0,837.0,
2009,2,Vermont,Management of companies and enterprises,432.0,219.0,16330.0,62.0,
2009,2,Vermont,Manufacturing supersector,30862.0,8849.0,12303.0,1076.0,
2009,2,Vermont,Mining,690.0,91.0,13540.0,63.0,
2009,2,Vermont,Natural Resources and Mining supersector,3285.0,919.0,8107.0,447.0,
2009,2,Vermont,Non-Durable Goods manufacturing,8910.0,3147.0,9794.0,373.0,
2009,2,Vermont,"Other services, except public administration supersector",8636.0,4563.0,6774.0,1988.0,
2009,2,Vermont,Private ownership,237089.0,117548.0,9088.0,22989.0,
2009,2,Vermont,Professional and Business Services supersector,22137.0,9672.0,11462.0,4292.0,
2009,2,Vermont,Professional and technical services,13009.0,6296.0,14073.0,2867.0,
2009,2,Vermont,Real estate and rental and leasing,3041.0,1291.0,7672.0,755.0,
2009,2,Vermont,Retail trade,37947.0,18538.0,6241.0,3477.0,
2009,2,Vermont,Service Providing domain,189195.0,106070.0,8534.0,18386.0,
2009,2,Vermont,State government,16137.0,8262.0,11347.0,330.0,
2009,2,Vermont,Total Covered -  all ownerships,291728.0,,9425.0,24624.0,
2009,2,Vermont,"Trade, Transportation, and Utilities supersector",55708.0,23194.0,8043.0,5504.0,
2009,2,Vermont,Transportation and warehousing,6343.0,1536.0,8860.0,563.0,
2009,2,Vermont,Unspecified industry supersector,,,,,
2009,2,Vermont,Utilities,1710.0,419.0,20723.0,46.0,
2009,2,Vermont,Wholesale trade,9708.0,2701.0,12322.0,1418.0,
2009,3,Vermont,Accommodation and food services,27675.0,14217.0,4537.0,1736.0,
2009,3,Vermont,Administrative and waste services,8854.0,2997.0,7384.0,1356.0,
2009,3,Vermont,"Agriculture, forestry, fishing and hunting",2720.0,756.0,6666.0,389.0,
2009,3,Vermont,"Arts, entertainment, and recreation",4458.0,1960.0,5182.0,393.0,
2009,3,Vermont,Construction supersector,15333.0,1661.0,10203.0,3061.0,
2009,3,Vermont,Durable Goods manufacturing,21861.0,5639.0,13441.0,696.0,
2009,3,Vermont,Education and Health Services supersector,55833.0,42242.0,9732.0,2286.0,
2009,3,Vermont,Educational services,9012.0,5406.0,10591.0,382.0,
2009,3,Vermont,Federal Government,6457.0,,15262.0,467.0,
2009,3,Vermont,Finance and insurance,9086.0,6170.0,14043.0,971.0,
2009,3,Vermont,Financial Activities supersector,12202.0,7455.0,12594.0,1715.0,
2009,3,Vermont,Goods Producing domain,49676.0,11359.0,11449.0,4582.0,
2009,3,Vermont,Health care and social assistance,46822.0,36836.0,9566.0,1904.0,
2009,3,Vermont,Information supersector,5465.0,2600.0,11024.0,472.0,
2009,3,Vermont,Leisure and Hospitality supersector,32133.0,16177.0,4627.0,2129.0,
2009,3,Vermont,Local government,24744.0,19868.0,8208.0,836.0,
2009,3,Vermont,Management of companies and enterprises,437.0,214.0,19053.0,60.0,
2009,3,Vermont,Manufacturing supersector,30936.0,8859.0,12452.0,1069.0,
2009,3,Vermont,Mining,686.0,83.0,13022.0,63.0,
2009,3,Vermont,Natural Resources and Mining supersector,3407.0,839.0,7946.0,452.0,
2009,3,Vermont,Non-Durable Goods manufacturing,9075.0,3220.0,10067.0,373.0,
2009,3,Vermont,"Other services, except public administration supersector",8659.0,4437.0,6966.0,2003.0,
2009,3,Vermont,Private ownership,242012.0,116475.0,9306.0,22956.0,
2009,3,Vermont,Professional and Business Services supersector,22316.0,9377.0,11702.0,4299.0,
2009,3,Vermont,Professional and technical services,13025.0,6166.0,14391.0,2883.0,
2009,3,Vermont,Real estate and rental and leasing,3117.0,1285.0,8370.0,744.0,
2009,3,Vermont,Retail trade,38077.0,18063.0,6314.0,3464.0,
2009,3,Vermont,Service Providing domain,192336.0,105116.0,8752.0,18374.0,
2009,3,Vermont,State government,15888.0,8714.0,12743.0,330.0,
2009,3,Vermont,Total Covered -  all ownerships,289101.0,,9534.0,24589.0,
2009,3,Vermont,"Trade, Transportation, and Utilities supersector",55728.0,22828.0,8181.0,5470.0,
2009,3,Vermont,Transportation and warehousing,6141.0,1579.0,9308.0,555.0,
2009,3,Vermont,Unspecified industry supersector,,,,,
2009,3,Vermont,Utilities,1814.0,431.0,19339.0,46.0,
2009,3,Vermont,Wholesale trade,9695.0,2755.0,12715.0,1405.0,
2009,4,Vermont,Accommodation and food services,27610.0,14866.0,4574.0,,
2009,4,Vermont,Administrative and waste services,8514.0,2991.0,9037.0,,
2009,4,Vermont,"Agriculture, forestry, fishing and hunting",2525.0,662.0,7365.0,,
2009,4,Vermont,"Arts, entertainment, and recreation",3362.0,1709.0,6104.0,,
2009,4,Vermont,Construction supersector,14163.0,1600.0,11668.0,,
2009,4,Vermont,Durable Goods manufacturing,21894.0,5863.0,14893.0,,
2009,4,Vermont,Education and Health Services supersector,56210.0,42482.0,10400.0,,
2009,4,Vermont,Educational services,9402.0,5537.0,10522.0,,
2009,4,Vermont,Federal Government,6520.0,,16400.0,,
2009,4,Vermont,Finance and insurance,8967.0,6173.0,15859.0,,
2009,4,Vermont,Financial Activities supersector,11912.0,7470.0,14201.0,,
2009,4,Vermont,Goods Producing domain,48207.0,11394.0,12847.0,,
2009,4,Vermont,Health care and social assistance,46808.0,36945.0,10376.0,,
2009,4,Vermont,Information supersector,5376.0,2615.0,12327.0,,
2009,4,Vermont,Leisure and Hospitality supersector,30972.0,16575.0,4740.0,,
2009,4,Vermont,Local government,31993.0,21067.0,9020.0,,
2009,4,Vermont,Management of companies and enterprises,421.0,237.0,16257.0,,
2009,4,Vermont,Manufacturing supersector,30880.0,9053.0,13789.0,,
2009,4,Vermont,Mining,639.0,79.0,15127.0,,
2009,4,Vermont,Natural Resources and Mining supersector,3164.0,741.0,8932.0,,
2009,4,Vermont,Non-Durable Goods manufacturing,8985.0,3190.0,11101.0,,
2009,4,Vermont,"Other services, except public administration supersector",8548.0,4478.0,7510.0,,
2009,4,Vermont,Private ownership,240361.0,118725.0,10330.0,,
2009,4,Vermont,Professional and Business Services supersector,22084.0,9590.0,14443.0,,
2009,4,Vermont,Professional and technical services,13149.0,6362.0,17885.0,,
2009,4,Vermont,Real estate and rental and leasing,2945.0,1297.0,9154.0,,
2009,4,Vermont,Retail trade,38773.0,19134.0,6934.0,,
2009,4,Vermont,Service Providing domain,192154.0,107331.0,9698.0,,
2009,4,Vermont,State government,16273.0,8467.0,12779.0,,
2009,4,Vermont,Total Covered -  all ownerships,295147.0,,10457.0,,
2009,4,Vermont,"Trade, Transportation, and Utilities supersector",57052.0,24121.0,9002.0,,
2009,4,Vermont,Transportation and warehousing,6818.0,1782.0,9509.0,,
2009,4,Vermont,Unspecified industry supersector,,,,,
2009,4,Vermont,Utilities,1812.0,429.0,22323.0,,
2009,4,Vermont,Wholesale trade,9649.0,2776.0,14450.0,,
2010,1,Vermont,Accommodation and food services,30784.0,14215.0,4203.0,1746.0,129377.0
2010,1,Vermont,Administrative and waste services,7579.0,2844.0,6922.0,1342.0,52462.0
2010,1,Vermont,"Agriculture, forestry, fishing and hunting",2180.0,591.0,6586.0,379.0,14358.0
2010,1,Vermont,"Arts, entertainment, and recreation",3568.0,1693.0,4647.0,394.0,16578.0
2010,1,Vermont,Construction supersector,11088.0,1458.0,10051.0,2922.0,111447.0
2010,1,Vermont,Durable Goods manufacturing,21140.0,5417.0,14206.0,683.0,300310.0
2010,1,Vermont,Education and Health Services supersector,55384.0,42160.0,8974.0,2279.0,497000.0
2010,1,Vermont,Educational services,9379.0,5580.0,9035.0,381.0,84737.0
2010,1,Vermont,Federal Government,6651.0,,14273.0,472.0,94932.0
2010,1,Vermont,Finance and insurance,8929.0,6045.0,17108.0,947.0,152757.0
2010,1,Vermont,Financial Activities supersector,11769.0,7298.0,14827.0,1658.0,174494.0
2010,1,Vermont,Goods Producing domain,43780.0,10570.0,11988.0,4417.0,524836.0
2010,1,Vermont,Health care and social assistance,46005.0,36580.0,8961.0,1898.0,412263.0
2010,1,Vermont,Information supersector,5421.0,2606.0,10805.0,472.0,58570.0
2010,1,Vermont,Leisure and Hospitality supersector,34352.0,15908.0,4249.0,2140.0,145955.0
2010,1,Vermont,Local government,31740.0,21174.0,8130.0,838.0,258043.0
2010,1,Vermont,Management of companies and enterprises,887.0,510.0,23189.0,71.0,20576.0
2010,1,Vermont,Manufacturing supersector,29996.0,8457.0,13070.0,1054.0,392047.0
2010,1,Vermont,Mining,516.0,64.0,13527.0,62.0,6984.0
2010,1,Vermont,Natural Resources and Mining supersector,2696.0,655.0,7915.0,441.0,21342.0
2010,1,Vermont,Non-Durable Goods manufacturing,8856.0,3040.0,10359.0,371.0,91737.0
2010,1,Vermont,"Other services, except public administration supersector",8319.0,4385.0,6669.0,1969.0,55479.0
2010,1,Vermont,Private ownership,235147.0,114866.0,9145.0,22561.0,2150378.0
2010,1,Vermont,Professional and Business Services supersector,21893.0,9919.0,11816.0,4250.0,258683.0
2010,1,Vermont,Professional and technical services,13427.0,6565.0,13827.0,2837.0,185644.0
2010,1,Vermont,Real estate and rental and leasing,2840.0,1253.0,7655.0,711.0,21737.0
2010,1,Vermont,Retail trade,36911.0,17374.0,6088.0,3397.0,224698.0
2010,1,Vermont,Service Providing domain,191367.0,104296.0,8494.0,18144.0,1625542.0
2010,1,Vermont,State government,15920.0,8522.0,11553.0,331.0,183924.0
2010,1,Vermont,Total Covered -  all ownerships,289458.0,,9284.0,24202.0,2687277.0
2010,1,Vermont,"Trade, Transportation, and Utilities supersector",54230.0,22020.0,8028.0,5376.0,435363.0
2010,1,Vermont,Transportation and warehousing,6297.0,1597.0,8125.0,530.0,51162.0
2010,1,Vermont,Unspecified industry supersector,,,,,
2010,1,Vermont,Utilities,1812.0,402.0,25731.0,46.0,46624.0
2010,1,Vermont,Wholesale trade,9210.0,2647.0,12256.0,1403.0,112878.0
2010,2,Vermont,Accommodation and food services,26187.0,14072.0,4349.0,1757.0,
2010,2,Vermont,Administrative and waste services,8785.0,3193.0,7027.0,1341.0,
2010,2,Vermont,"Agriculture, forestry, fishing and hunting",2534.0,779.0,6669.0,385.0,
2010,2,Vermont,"Arts, entertainment, and recreation",3765.0,1962.0,4998.0,381.0,
2010,2,Vermont,Construction supersector,13808.0,1625.0,10374.0,2888.0,
2010,2,Vermont,Durable Goods manufacturing,21664.0,5554.0,13910.0,674.0,
2010,2,Vermont,Education and Health Services supersector,55573.0,41600.0,9419.0,2274.0,
2010,2,Vermont,Educational services,9189.0,5118.0,9593.0,380.0,
2010,2,Vermont,Federal Government,7498.0,,14807.0,472.0,
2010,2,Vermont,Finance and insurance,8908.0,6155.0,14693.0,938.0,
2010,2,Vermont,Financial Activities supersector,11837.0,7456.0,13043.0,1642.0,
2010,2,Vermont,Goods Producing domain,47612.0,11132.0,11859.0,4381.0,
2010,2,Vermont,Health care and social assistance,46384.0,36482.0,9384.0,1894.0,
2010,2,Vermont,Information supersector,5422.0,2570.0,10840.0,468.0,
2010,2,Vermont,Leisure and Hospitality supersector,29953.0,16034.0,4431.0,2138.0,
2010,2,Vermont,Local government,31739.0,20136.0,10337.0,838.0,
2010,2,Vermont,Management of companies and enterprises,935.0,508.0,19070.0,70.0,
2010,2,Vermont,Manufacturing supersector,30648.0,8655.0,12933.0,1045.0,
2010,2,Vermont,Mining,622.0,73.0,13052.0,63.0,
2010,2,Vermont,Natural Resources and Mining supersector,3156.0,852.0,7928.0,448.0,
2010,2,Vermont,Non-Durable Goods manufacturing,8984.0,3101.0,10578.0,371.0,
2010,2,Vermont,"Other services, except public administration supersector",8513.0,4427.0,6946.0,1973.0,
2010,2,Vermont,Private ownership,237015.0,116052.0,9405.0,22431.0,
2010,2,Vermont,Professional and Business Services supersector,23211.0,10095.0,12080.0,4227.0,
2010,2,Vermont,Professional and technical services,13490.0,6394.0,14886.0,2816.0,
2010,2,Vermont,Real estate and rental and leasing,2929.0,1301.0,8023.0,704.0,
2010,2,Vermont,Retail trade,37421.0,18091.0,6431.0,3364.0,
2010,2,Vermont,Service Providing domain,189403.0,104920.0,8788.0,18050.0,
2010,2,Vermont,State government,15800.0,8036.0,11628.0,331.0,
2010,2,Vermont,Total Covered -  all ownerships,292053.0,,9765.0,24072.0,
2010,2,Vermont,"Trade, Transportation, and Utilities supersector",54895.0,22738.0,8302.0,5328.0,
2010,2,Vermont,Transportation and warehousing,6280.0,1592.0,9116.0,530.0,
2010,2,Vermont,Unspecified industry supersector,,,,,
2010,2,Vermont,Utilities,1813.0,412.0,22091.0,46.0,
2010,2,Vermont,Wholesale trade,9380.0,2643.0,12556.0,1388.0,
2010,3,Vermont,Accommodation and food services,28621.0,14182.0,4607.0,1763.0,
2010,3,Vermont,Administrative and waste services,9489.0,3322.0,7149.0,1371.0,
2010,3,Vermont,"Agriculture, forestry, fishing and hunting",2747.0,777.0,6707.0,393.0,
2010,3,Vermont,"Arts, entertainment, and recreation",4442.0,1900.0,5234.0,391.0,
2010,3,Vermont,Construction supersector,15133.0,1705.0,10535.0,2925.0,
2010,3,Vermont,Durable Goods manufacturing,22064.0,5505.0,14121.0,681.0,
2010,3,Vermont,Education and Health Services supersector,55862.0,42317.0,9952.0,2273.0,
2010,3,Vermont,Educational services,9075.0,5356.0,10349.0,384.0,
2010,3,Vermont,Federal Government,6595.0,,14494.0,472.0,
2010,3,Vermont,Finance and insurance,8952.0,6032.0,14163.0,943.0,
2010,3,Vermont,Financial Activities supersector,12015.0,7320.0,12614.0,1653.0,
2010,3,Vermont,Goods Producing domain,49760.0,11270.0,11945.0,4432.0,
2010,3,Vermont,Health care and social assistance,46787.0,36961.0,9875.0,1889.0,
2010,3,Vermont,Information supersector,5285.0,2518.0,11349.0,473.0,
2010,3,Vermont,Leisure and Hospitality supersector,33064.0,16082.0,4691.0,2154.0,
2010,3,Vermont,Local government,24886.0,19530.0,8518.0,837.0,
2010,3,Vermont,Management of companies and enterprises,919.0,488.0,19814.0,74.0,
2010,3,Vermont,Manufacturing supersector,31239.0,8723.0,13061.0,1051.0,
2010,3,Vermont,Mining,641.0,65.0,13301.0,63.0,
2010,3,Vermont,Natural Resources and Mining supersector,3388.0,842.0,7955.0,456.0,
2010,3,Vermont,Non-Durable Goods manufacturing,9175.0,3218.0,10512.0,370.0,
2010,3,Vermont,"Other services, except public administration supersector",8808.0,4522.0,7117.0,1987.0,
2010,3,Vermont,Private ownership,245010.0,117079.0,9592.0,22609.0,
2010,3,Vermont,Professional and Business Services supersector,24036.0,10232.0,12425.0,4294.0,
2010,3,Vermont,Professional and technical services,13627.0,6422.0,15600.0,2849.0,
2010,3,Vermont,Real estate and rental and leasing,3063.0,1288.0,8089.0,710.0,
2010,3,Vermont,Retail trade,38280.0,18017.0,6477.0,3351.0,
2010,3,Vermont,Service Providing domain,195250.0,105809.0,8992.0,18177.0,
2010,3,Vermont,State government,15713.0,8236.0,12829.0,331.0,
2010,3,Vermont,Total Covered -  all ownerships,292204.0,,9785.0,24249.0,
2010,3,Vermont,"Trade, Transportation, and Utilities supersector",56180.0,22818.0,8397.0,5343.0,
2010,3,Vermont,Transportation and warehousing,6405.0,1702.0,9206.0,542.0,
2010,3,Vermont,Unspecified industry supersector,,,,,
2010,3,Vermont,Utilities,1803.0,392.0,22310.0,45.0,
2010,3,Vermont,Wholesale trade,9692.0,2707.0,12860.0,1405.0,
2010,4,Vermont,Accommodation and food services,28644.0,15108.0,4609.0,,
2010,4,Vermont,Administrative and waste services,9073.0,3137.0,7498.0,,
2010,4,Vermont,"Agriculture, forestry, fishing and hunting",2507.0,634.0,7254.0,,
2010,4,Vermont,"Arts, entertainment, and recreation",3462.0,1710.0,6489.0,,
2010,4,Vermont,Construction supersector,14165.0,1592.0,11667.0,,
2010,4,Vermont,Durable Goods manufacturing,22152.0,5826.0,15026.0,,
2010,4,Vermont,Education and Health Services supersector,56207.0,42357.0,10551.0,,
2010,4,Vermont,Educational services,9409.0,5538.0,10541.0,,
2010,4,Vermont,Federal Government,6389.0,,17525.0,,
2010,4,Vermont,Finance and insurance,8948.0,6122.0,16152.0,,
2010,4,Vermont,Financial Activities supersector,11908.0,7450.0,14508.0,,
2010,4,Vermont,Goods Producing domain,48600.0,11341.0,12942.0,,
2010,4,Vermont,Health care and social assistance,46798.0,36819.0,10553.0,,
2010,4,Vermont,Information supersector,5269.0,2454.0,12253.0,,
2010,4,Vermont,Leisure and Hospitality supersector,32106.0,16818.0,4812.0,,
2010,4,Vermont,Local government,32123.0,20970.0,8971.0,,
2010,4,Vermont,Management of companies and enterprises,992.0,550.0,17335.0,,
2010,4,Vermont,Manufacturing supersector,31327.0,9048.0,13919.0,,
2010,4,Vermont,Mining,602.0,67.0,15788.0,,
2010,4,Vermont,Natural Resources and Mining supersector,3109.0,701.0,8906.0,,
2010,4,Vermont,Non-Durable Goods manufacturing,9175.0,3222.0,11245.0,,
2010,4,Vermont,"Other services, except public administration supersector",8555.0,4509.0,7575.0,,
2010,4,Vermont,Private ownership,243886.0,119269.0,10458.0,,
2010,4,Vermont,Professional and Business Services supersector,23647.0,10314.0,14887.0,,
2010,4,Vermont,Professional and technical services,13582.0,6627.0,19644.0,,
2010,4,Vermont,Real estate and rental and leasing,2960.0,1328.0,9541.0,,
2010,4,Vermont,Retail trade,39143.0,19070.0,6921.0,,
2010,4,Vermont,Service Providing domain,195286.0,107928.0,9840.0,,
2010,4,Vermont,State government,16242.0,8041.0,12665.0,,
2010,4,Vermont,Total Covered -  all ownerships,298639.0,,10569.0,,
2010,4,Vermont,"Trade, Transportation, and Utilities supersector",57594.0,24026.0,9028.0,,
2010,4,Vermont,Transportation and warehousing,6885.0,1829.0,9487.0,,
2010,4,Vermont,Unspecified industry supersector,,,,,
2010,4,Vermont,Utilities,1776.0,400.0,22061.0,,
2010,4,Vermont,Wholesale trade,9789.0,2727.0,14764.0,,
2011,1,Vermont,Accommodation and food services,31404.0,14792.0,4371.0,1741.0,137261.0
2011,1,Vermont,Administrative and waste services,8259.0,3199.0,6988.0,1376.0,57715.0
2011,1,Vermont,"Agriculture, forestry, fishing and hunting",2304.0,593.0,6729.0,387.0,15501.0
2011,1,Vermont,"Arts, entertainment, and recreation",3550.0,1735.0,4962.0,387.0,17614.0
2011,1,Vermont,Construction supersector,11193.0,1426.0,10282.0,2783.0,115082.0
2011,1,Vermont,Durable Goods manufacturing,21354.0,5363.0,14716.0,655.0,314246.0
2011,1,Vermont,Education and Health Services supersector,55829.0,42067.0,9289.0,2281.0,518586.0
2011,1,Vermont,Educational services,9510.0,5699.0,9193.0,386.0,87430.0
2011,1,Vermont,Federal Government,6394.0,,15008.0,448.0,95954.0
2011,1,Vermont,Finance and insurance,8861.0,6003.0,17537.0,937.0,155397.0
2011,1,Vermont,Financial Activities supersector,11751.0,7308.0,15183.0,1636.0,178410.0
2011,1,Vermont,Goods Producing domain,44361.0,10447.0,12406.0,4264.0,550337.0
2011,1,Vermont,Health care and social assistance,46318.0,36368.0,9309.0,1895.0,431156.0
2011,1,Vermont,Information supersector,5219.0,2437.0,11590.0,467.0,60491.0
2011,1,Vermont,Leisure and Hospitality supersector,34954.0,16527.0,4431.0,2128.0,154875.0
2011,1,Vermont,Local government,31355.0,20632.0,8374.0,836.0,262563.0
2011,1,Vermont,Management of companies and enterprises,1406.0,646.0,21138.0,85.0,29727.0
2011,1,Vermont,Manufacturing supersector,30361.0,8371.0,13608.0,1033.0,413158.0
2011,1,Vermont,Mining,504.0,57.0,13096.0,61.0,6596.0
2011,1,Vermont,Natural Resources and Mining supersector,2807.0,650.0,7871.0,448.0,22096.0
2011,1,Vermont,Non-Durable Goods manufacturing,9006.0,3008.0,10982.0,378.0,98912.0
2011,1,Vermont,"Other services, except public administration supersector",8324.0,4376.0,6942.0,1944.0,57785.0
2011,1,Vermont,Private ownership,238637.0,115822.0,9510.0,22286.0,2269448.0
2011,1,Vermont,Professional and Business Services supersector,23154.0,10407.0,12305.0,4287.0,284910.0
2011,1,Vermont,Professional and technical services,13488.0,6562.0,14640.0,2826.0,197468.0
2011,1,Vermont,Real estate and rental and leasing,2889.0,1305.0,7965.0,699.0,23012.0
2011,1,Vermont,Retail trade,37226.0,17452.0,6279.0,3288.0,233742.0
2011,1,Vermont,Service Providing domain,194276.0,105375.0,8849.0,18022.0,1719111.0
2011,1,Vermont,State government,15894.0,8624.0,11606.0,331.0,184460.0
2011,1,Vermont,Total Covered -  all ownerships,292280.0,,9622.0,23901.0,2812425.0
2011,1,Vermont,"Trade, Transportation, and Utilities supersector",55046.0,22253.0,8430.0,5279.0,464055.0
2011,1,Vermont,Transportation and warehousing,6651.0,1761.0,8709.0,552.0,57920.0
2011,1,Vermont,Unspecified industry supersector,,,,,
2011,1,Vermont,Utilities,1785.0,406.0,26519.0,45.0,47336.0
2011,1,Vermont,Wholesale trade,9384.0,2634.0,13326.0,1394.0,125056.0
2011,2,Vermont,Accommodation and food services,26616.0,14582.0,4510.0,1770.0,
2011,2,Vermont,Administrative and waste services,9710.0,3772.0,7091.0,1411.0,
2011,2,Vermont,"Agriculture, forestry, fishing and hunting",2651.0,798.0,6869.0,391.0,
2011,2,Vermont,"Arts, entertainment, and recreation",3845.0,1987.0,5204.0,392.0,
2011,2,Vermont,Construction supersector,13724.0,1659.0,10039.0,2848.0,
2011,2,Vermont,Durable Goods manufacturing,21493.0,5365.0,14191.0,656.0,
2011,2,Vermont,Education and Health Services supersector,56308.0,42390.0,9757.0,2282.0,
2011,2,Vermont,Educational services,9269.0,5167.0,9745.0,388.0,
2011,2,Vermont,Federal Government,6447.0,,17442.0,446.0,
2011,2,Vermont,Finance and insurance,8881.0,6076.0,14862.0,946.0,
2011,2,Vermont,Financial Activities supersector,11792.0,7361.0,13240.0,1648.0,
2011,2,Vermont,Goods Producing domain,47784.0,10984.0,11872.0,4343.0,
2011,2,Vermont,Health care and social assistance,47039.0,37223.0,9760.0,1894.0,
2011,2,Vermont,Information supersector,4937.0,2197.0,12490.0,477.0,
2011,2,Vermont,Leisure and Hospitality supersector,30461.0,16569.0,4597.0,2162.0,
